,Unnamed: 0.1,Unnamed: 0,class,tweet
177,796,796,1,vinitahegwood can get a job at the naacp or as the ag i hear they like diversity and tolerance as long as you aint a cracker tcot
178,797,797,1,virginia is full of white trash
179,798,798,0,wearerepublicnotregime potus bo violated usa sovereignty wopen borderjihadiscriminaldiseasedhaitianssamericans impeachobama
180,799,799,1,westvirginia is full of white trash
181,800,800,0,whatimcraving peanut butter oreos
182,803,803,0,hunter pence is so annoying he should be a red sox player shave fool and take your
183,804,804,0,yankees
184,805,805,0,yankees firecashman i dont want arod back
185,806,806,0,yankees jeter let him play the entire inning thats fitting
186,807,807,0,yankees sec robertson in guy is fantastic sec pitcher
187,808,808,0,yankees astros mccarthy outduels keuchel in series finale
188,809,809,0,yankees nine straight hits price not your night
189,810,810,0,yankees damn you directtv blackout the yankee game with a freaking walk off youre killing me satellite douche
190,811,811,0,yankees damn well joe that move to the bullpen really helped
191,812,812,0,yankees i aint complaining about the royals win or lose they showed heart al ride or die no flex zone they earned it
192,813,813,0,yankees i went to golds with cruz in when he was a sound no upper lower body strength hmm now hr hitter wont say the s word
193,814,814,0,yankees if royals have a fire sale i want the whole team leave gardner and tanaka the rest can please go along with joe and cash
194,815,815,0,yankees nice bounce back kay gotta keep this going
195,816,816,0,yankees pineda needed that great play
196,817,817,0,yankees primo just got home and the tanks are on mlb finally and they are winning even better time to get serious sept call up time
197,818,818,0,yankees got beaten by a thug
198,819,819,0,yankees take all three games in motown im callin it mlb
199,820,820,0,yankees wasted season rays mlb
200,830,830,0,drunk trash trashed wasted the draught horse
201,832,832,1,faggots are merely a scientific indicator that something is wronggt do not celebrate as unique indiviuals for they are cancergt
202,833,833,1,firefighter is a job for white trash
203,834,834,0,foxnews cuts away when a democrat talks and claim to be fair and balanced lmao network full of teabaggers and liars
204,835,835,0,gouache inktober oldpainting mt tiki wahine surf monkey bright happysunday peace
205,838,838,0,hoosier fans is cody zeller nominating for this years nba draft iubb
206,841,841,0,inners still hanging in yankees we need this win nfl its not sunday
207,842,842,0,iubb suiting up again tonight indiana iu ncaa hoosierdaddy hoosiernation hoosiers
208,845,845,0,metal only honkies
209,846,846,1,milesthompson goauche wetback ca
210,848,848,0,mt commission gouache tiki wahine monkey tubed surfing wavesliding waterwalker notkook
211,849,849,0,mt goauche monkey oldpainting vinyl jazz lounge
212,850,850,0,mt browngal gouache monkey tiki
213,853,853,0,np shy glizzy awwsome remix feat chainz aap rocky via
214,856,856,0,philhughes nyy better then ur whole team
215,872,872,0,pornandroidiphoneipadsexxxx desi paki
216,873,873,0,pornandroidiphoneipadsexxxx desi paki
217,902,902,0,pornandroidiphoneipadsexxxx teen cutie lesbian teens toy slits
218,905,905,0,portlandia putabirdonit the xbox one would be so much cooler if they put a bird on it
219,908,908,0,redneck tow truck johndeere america
220,909,909,0,rejectedpeanutsspecials its the grape crackhead charlie brown
221,910,910,0,southcarolina has a highschool graduation rate near and thats why they have so many uninformed teabaggers morningjoe
222,911,911,0,stateoftheunion would last if they let the president talk all that standing up clapping is for the birds
223,913,913,0,tbt my precious gook baby
224,915,915,0,tbt when i took my likkle monkey jimmys
225,916,916,0,teabagger state like mississippi opposed to minimum wage child labor laws unions is proscab sweatshop work pretty much slavery
226,918,918,0,tikiti rough mock for the base of what will eventually be an ashtray tiki ti
227,922,922,0,uppers loving the show this morning chris is directing the conversation beautifully make the teabaggers talk
228,933,933,0,killer line josh smith dropped a killer trash talk line on kenneth
229,936,936,0,plus sheryl crow
230,938,938,0,its true that the early bird gets the worm
231,950,950,0,hiho
232,966,966,1,racist all month fuck u
233,969,969,1,lmfao if you watching porn beating off yo homie text u it show his name in the banner youre a faggot
234,976,976,1,fucc nicca yu pose to be pullin up
235,977,977,0,maaaaannnn i hope so did we get rid of john legend looking charlie batch
236,978,978,0,mike calls me tbird
237,988,988,1,i just said that my tl gotta chill with this pretty face challenge foolishness yall hoes agg
238,1006,1006,1,them charlotte goon niccas gon fkkk around and burn bank of america stadium
239,1014,1014,0,we snap chatted for one night lol but youre cute snapchat me back nig
240,1017,1017,0,i guess ill just trash this drawing because of roster
241,1020,1020,0,my nerves are being worked cos of my monkey
242,1029,1029,0,monkey mad
243,1048,1048,0,at work imma real uncle
244,1051,1051,1,they recruited buku fags in warehouse is no place for
245,1067,1067,0,de fotos csitaly fairy tail satan soul mirajane strauss made with the sims happy
246,1068,1068,1,de fotos gaywrites in the making a project by and for queer students at harvard highlights the
247,1069,1069,0,with my homie or left of british rapper turned isis jihadi poses with severed head tcot
248,1087,1087,0,truth about any distance for all you love birds out there
249,1088,1088,0,frogger best game only cuz you suck at flappy bird
250,1091,1091,0,orton is trash he aint been playing trashlex smith only sat out kaep took his spot
251,1093,1093,0,adderall had me killing two birds with one stone
252,1097,1097,1,this is awkward u fag wonder whos awesome tank that is
253,1102,1102,0,wtf is flappy are you kidding me
254,1108,1108,0,yankees michael pineda in his next start
255,1113,1113,0,im a mud shark because i have black friends makes perfect sense
256,1114,1114,0,an itsy bitsy teeny weeny yellow pockadot polk ashton polk
257,1116,1116,0,just got a new fish its albino and i named him shaquita bahaha
258,1128,1128,0,michael pineda hides pine taron his neck fact that the yankees cheat go red sox boston
259,1134,1134,0,so they really deleted flappy bird from the app store cus someone killed themselves over it foreal foreal
260,1137,1137,0,rape cannibalism you wont recognize the original versions of these fairy tales man wtf
261,1142,1142,1,if u ask me every bitch bi
262,1148,1148,0,oxtails and yellow rice is boneless
263,1157,1157,0,going to be your pick for selectionsunday watchlikeaking dis make colored folk happy
264,1160,1160,0,that great to me either equalizer was trash denzel officially washed was flight
265,1162,1162,0,i get paid too share the wealth lil nicca
266,1168,1168,0,two of the best yankees derek jeter and joe torre joetorreday
267,1200,1200,0,to all the kids who have never found their name on anything in a souvenir thanks mom for the ghetto name
268,1201,1201,0,and thats why mock drafts are a joke my
269,1203,1203,1,we agree do you fuck yes i do send those illegal wetbacks home
270,1206,1206,0,oreo
271,1209,1209,0,tom brady slowly becoming his weapons just trash
272,1222,1222,0,what will the lakers be after trash
273,1224,1224,1,hell ya they should make more malt liquor ads like this dis be heaven fo a colored man
274,1240,1240,0,islamic state suspects in indonesia are chinese uighurs uighur jihadis theyre not just a prc tool
275,1253,1253,1,tea bag a pahahaha
276,1260,1260,1,fucking white people bitch wut
277,1277,1277,0,lakers really
278,1280,1280,1,you like you needs you a hoe im my dick
279,1285,1285,0,name something cavs
280,1297,1297,0,golden oreos regular oreos yes
281,1298,1298,0,oreos are basically dirt circles with true
282,1308,1308,0,where am i on this rating depends you still wearing them colored contacts or naw
283,1319,1319,0,kit kat brownies making
284,1320,1320,0,bruh trent took the yellow path
285,1334,1334,0,i need more ordered two true religion ones lol
286,1343,1343,0,uncle charlie just got thru lip
287,1344,1344,0,when twitter rappers dm me their trash links
288,1345,1345,0,lance stevenson gone leave he trash anyway
289,1347,1347,0,a lot of them are though attitudes be pure swirltheworld
290,1352,1352,0,where do all the foreskins go when they circumcise a the foreskin fairy takes them after you put them under your pillow
291,1359,1359,0,brah wiz cheated she had hair like a dyke uh duh
292,1361,1361,0,if howard elbow bosh will bosh fight dont have to got mcbob bird and ud
293,1369,1369,0,an inning and a half away from alex rodriguez being eligible to play just a thought yankees omg feel an ulcer
294,1394,1394,1,dudes shaving without it being for an athletic purpose is gay youre retarded
295,1405,1405,0,when you open your starburst candy and get yellows lmao bruh
296,1412,1412,1,when you live this gay you cant be afraid of two black dicks in your butt you fucking queer
297,1418,1418,1,i love the song john doe faggots
298,1420,1420,1,just got done with my last final and im walkin around cus like i own this queer
299,1422,1422,0,mmmh daily is out stories via yellow is in luv the bling
300,1431,1431,1,you dammn weed potheads are annoying af on weed and pot are the same thing faggot
301,1437,1437,1,who is she yall hype that bread loaf chick up but im a a dyke rapper
302,1438,1438,1,cowboys win games during the regular season but when they get to the playoffs that trash af hating ass nigga
303,1444,1444,1,white kids favorite calling people niggers on their shooting up their
304,1452,1452,0,some of yall bios are mine pretty good
305,1465,1465,0,in the fashion world urban means stolen from black people its ghetto on us and urban on them haha
306,1469,1469,0,i survived swine flu bird flu west nile and the bloomberg administration ill be abortion survival cant that
307,1471,1471,0,my tweets
308,1475,1475,0,my leave out is trash u sick
309,1477,1477,0,dumb
310,1496,1496,0,when girls take my snap backs and beanies thats dollars a hat and for the ax beanies dont let them take it
311,1511,1511,0,i just accidentally ate a pot brownie i guess there goes my pledge of being drug free for life lolz lmao college
312,1514,1514,0,how i feel when im throwing trash away everyday in school
313,1520,1520,0,oreos and milk
314,1522,1522,1,shut the fuck up you fucking trash nigga work on another
315,1542,1542,1,damn they got wifey back nigga i dont share my hoes
316,1544,1544,0,i find myself wanting to google the yellow king no kidding what is going on
317,1561,1561,0,red neck ice bucket challenge he must be from the sip redneck
318,1566,1566,0,adam jones homers yankees now lead is a monsta
319,1570,1570,0,making weed brownies goin slide me a batch relo
320,1582,1582,0,quote this with a weezy verse im a diamond in the rough like a baby in the trash
321,1591,1591,0,colt mccoy hes still trash
322,1601,1601,0,how is this trash
323,1608,1608,0,singlebecause ill find a cute hoosier to date next year
324,1615,1615,0,yankees and red sox are scoreless as we play in the bambino is watching
325,1616,1616,0,alfredo aceves in to relieve here in the he needs to go away gas can
326,1617,1617,0,cavs trash heat trash gotta make trades
327,1620,1620,0,oreo ice cream cake
328,1633,1633,1,shoot that nigga and his shorty bitch
329,1648,1648,0,my lakers are going to be so trash this season i cant wait
330,1656,1656,0,looking at nip rings i cant wait until i can change mine lmao
331,1657,1657,0,happy new year check yo clock hun we got another hour just did the lil count down thing
332,1680,1680,1,my phone charging backwards retarded
333,1694,1694,1,you aint special niglet when im chilling wit greg ppl walk up to me to ask me to take
334,1696,1696,0,youre really cool youre good at basketball and your a zebra is this
335,1708,1708,1,lemme find out you niggaz letting bitches shit on yo niggas is weirdos
336,1710,1710,0,i hate when i attempt to make the yellow light but the car infront of me stops at the light i be wanting to
337,1728,1728,0,chuckstrong goldswagger thats awesome hoosiers
338,1747,1747,1,u a regular nig u played out lol ima b ig days that counts for somethin
339,1764,1764,0,i know u didnt hit that jigga with my fav purse chill
340,1770,1770,0,yankees will never have someone wear a single digit uniform again after this wow shows that is an epic organization
341,1776,1776,0,sick of all the trash talk and cocky attitudes refs have to take control when needed
342,1777,1777,0,twitpic a selfie with light colored
343,1784,1784,0,thats my fav part on take album trash
344,1788,1788,0,all i see in every iftheygunnedmedown tweet dis be like da colored brady bunch
345,1789,1789,1,no need to thank me killing niggers is its own dis my pal from our graduation when we was
346,1805,1805,0,eagles fans dont except the fact that mcoy been trash this year and that everybody figured out that spread stopit
347,1814,1814,1,i hate that bitch the fact that oomf likes her just no retweeettt
348,1825,1825,1,bitch ass nigga fuck you lt these hoes aint got no manners realtalk
349,1834,1834,0,too bad the optimism i have for the royals you dont have for the twins take those roseie colored glasses off
350,1853,1853,1,that one friend who you greet with an niggers
351,1868,1868,0,tag a friend that sucks at flappy
352,1869,1869,0,if you used the obamacare website you should definitely change your password hahahahahah thats sad boon
353,1881,1881,0,we raided nickis wig closet for the summer bad gals just wanna have fun this bitch has the a nerve smh
354,1885,1885,1,if fleek in yo vocabulary you a
355,1902,1902,0,im only back cause i dont wanna see the boys lose to trash
356,1909,1909,1,respect
357,1910,1910,0,the fruit of the modern yankees farm system joba the nut
358,1924,1924,0,essence fest ill be there on the main stage stepping with uncle charlie
359,1925,1925,1,o u unfollowed me so i cant dm u so ill say it here youre a rude cunt you can dm me
360,1932,1932,0,charlie strong will have texas back as a better power of big is anybodys now
361,1937,1937,1,i want affection but i also want to be left alone do you see the issue
362,1946,1946,0,car hopping is a different world these ghetto guys tried asking for my number did they have to be ghetto tho
363,1949,1949,1,why yall think its ok to be and want us to be cool with them
364,1951,1951,0,on the east coast theres colored hair everywhere this must be the sweetest wave
365,1952,1952,0,b oreo a thru
366,1960,1960,0,i feel sorry for anyone who paid for lic because edc is trash
367,1964,1964,0,traded in my nikes for a new mic i guess its safe to say he sold soles for his new life
368,1965,1965,0,is a time a place decaf coffee never in the trash mommymonday humor via
369,1966,1966,0,best asian massage on the brooklyn park slope top rated spa
370,1967,1967,0,best asian massage on the brooklyn park slope top rated spa
371,1968,1968,0,best asian massage on the brooklyn park slope top rated spa
372,1969,1969,0,best asian massage on the brooklyn park slope top rated spa
373,1970,1970,0,best asian massage on the brooklyn park slope top rated spa
374,1971,1971,0,best asian massage on the park slope top rated spa
375,1972,1972,0,best asian massage on the park slope top rated spa
376,1973,1973,0,best asian massage on the park slope top rated spa
377,1974,1974,0,best asian massage on the park slope top rated spa
378,1975,1975,0,best asian massage on the park slope top rated spa
379,1976,1976,0,best asian massage on the park slope top rated spa
380,1977,1977,0,best asian massage on the park slope top rated spa
381,1978,1978,0,best asian massage on the park slope top rated spa
382,1979,1979,0,best asian massage on the park slope top rated spa
383,1980,1980,0,best asian massage on the park slope top rated spa
384,1981,1981,0,best asian massage on the park slope top rated spa
385,1982,1982,0,best asian massage on the park slope top rated spa
386,1983,1983,0,best asian massage on the park slope top rated spa
387,1984,1984,0,best asian massage on the park slope top rated spa
388,1985,1985,0,grand opening top class oriental massage perfect
389,1986,1986,0,grand opening top class oriental massage perfect
390,1987,1987,0,grand opening top class oriental massage perfect
391,1988,1988,0,grand opening top class oriental massage perfect
392,1989,1989,0,grand opening top class oriental massage perfect
393,1990,1990,0,grand opening top class oriental massage perfect
394,1991,1991,0,grand opening top class oriental massage perfect
395,1992,1992,0,grand opening top class oriental massage perfect
396,2002,2002,0,thots are wearing uggs itsfallbecause negros are pulling out their timbs
397,2006,2006,1,when they say him they mean dyke ron wcw
398,2010,2010,0,ltltltwhen its yellow outside
399,2011,2011,0,lt nudes are trash
400,2027,2027,1,dont sleep on ma niggah chood
401,2036,2036,1,happppppy birthdayyyy lol niggahs is really in this bitch
402,2065,2065,1,if this ugly ass niggah can be with her i can too tf she with chuu baka for anyways this niggah look like a
403,2112,2112,1,this niggah pharrell or whatever this niggah name is dont deserve shit for that white ass gay song
404,2126,2126,0,good jeter hero for yankees in sendoff via
405,2128,2128,1,damn you whitey youll get a kick out of the newest form of white privilege
406,2129,2129,0,eff it lets go after the you have to see wendy davis new attack ad
407,2131,2131,0,forget to salute trash the other guy for the bad war during cairo ii sympathize w pockistan gays hurting morale thanks king
408,2132,2132,0,scandal sex scene airs on abc right after its the great pumpkin charlie brown making parents angry
409,2135,2135,0,uturns on yellow aceptar este luz rojo lights taking too long make me bilingual
410,2136,2136,0,cont also provide colored stickers to place on the nametags so that members can indicate their preferred pronouns
411,2138,2138,0,via charlie angus is sending in canadian flag pins back to conservatives
412,2143,2143,0,searches my yellow pages app for the nearest jack in the box
413,2146,2146,0,after bruh lol i retired after because everything was trash afterwards
414,2148,2148,0,chops does bird call flaps hands
415,2149,2149,1,goes to olive gardenturns into a cracker goes black friday shoppingturns into a nigger
416,2157,2157,0,rubs hands like bird man
417,2159,2159,0,squak squak squak squakme bird shut upsquakalex that was an act of defiance
418,2160,2160,0,waits for fanduel to hit me with the jig
419,2163,2163,1,me gusta typing like a retard to make the other person look dumber by pretending to agree with them bazinga
420,2165,2165,1,gt ankle socks in general are for the faggots bro
421,2167,2167,0,can i help youmaybe you gotta card for that tranny died in your motel room now your wife knows an applebees gift
422,2174,2174,1,aaaaaaaaand it begins fucking niggers thats all kentucky is and ever will be
423,2178,2178,1,youre white arent you rolls eyes rip to my nigga trayvon a worthless spear chucker
424,2179,2179,0,yes indeed camels ostriches and zebras sept vccamelraces
425,2180,2180,0,loves austin webber such a boon for
426,2182,2182,0,is running around town delivering food to people if he takes out the trash too he is the perfect boyfriend
427,2183,2183,0,could you just play minutes of the charlie brown wah wah wah adult sound effect instead
428,2184,2184,0,it always feel like we go into the season with offensive concepts that we inevitably trash and then we get good
429,2186,2186,0,homeless people twittering in amsterdam via
430,2188,2188,0,try visiting at night for a real spook
431,2189,2189,0,thank you dawn i see our state bird graces your avatar
432,2190,2190,0,klains real sole job is to den down the mushrooming bad pr and political fallout heading into nov election
433,2191,2191,0,could be wearing a trash bag and shed still be the stylish and coolest human i know
